processed_text,encoded_label
"@user oh, i hope he does because obama/biden aced that compared to the catastrophe trump created.",0
in our face adrenochrome harvesting. the maze runner: the death cure (2018). these people are sick. #lookintoit #illuminati #hollywoodsickos #wwg1wga #qanon http,2
"yeesss, everything is on sale! tees $13 ""palpatine 2020 - make the galaxy great again"" http #tee #tshirt #hoodies #mask #facemask #palpatine #thedeadspeak #emperor #starwars #sith #riseofskywalker #theriseofskywalker #trump2020 #trump #dumptrump #parody http",0
🤣 mil aides coming forward... aft what happened 2 ltc vindman 👏 sen. d. #maga #maga2020 #maga2020landslide #kag2020landslidevictory #kag2020 #kag2020trumpvictory #kag sen. tammy duckworth 'appalled' by trump's reported comments denigrating fallen troops http,1
@user weird how i don’t believe the story your telling. almost sounds like your veering towards conspiracy there bob! #trump2020 #livewithit,1
revealed: trump campaign strategy to deter millions of black americans from voting in 2016 http,0
"@user @user @user @user your hate for trump, blinds you to the truth. it is not he, who is blatantly corrupt, but his opposition. you will know in time. and we will forgive your ignorance. #enjoytheshow #trump2020",1
the real kick back re universal healthcare for the us is that being a doctor and the money they demand will be regulated! #demdebate,2
".@user can’t draw a crowd,at all! #laughingstock #sleepyjoebiden check out any @user rally! #energy #freeland #freelandmichigan #trump2020landslide #trump2020 #jobs #stockmarket #liberalismisamentaldisorder",1
@user nope...its trump himself!! 🧐 he wants everyone to look into how these tax laws got passed...and who was in office for the last 47 yrs while these were in effect? that'd be biden letting the rich get off!😜 trump = anonymous source.😆😆 http,1
"@user @user yeah, if you vote for trump.",2
@user 10$ and i vote for biden @ pineapplehead #venmo @user #fucktrump,0
the reason we are “loud and proud” is because one day we may very well be silenced. #fightforfreedom #usa #fridaymorning #patriot #trump #womenfortrump #maga 🇺🇸,1
thank you #nysutvotes2020 for makng calls tonite for #bidenharris2020 thanks ⁦@user⁩ for joining us.... and talking about the stakes in pa... http,0
"@user unless each and every one of these attendees received an immediate-result #covid19 test seconds prior to encountering meadows, he is now a potential #gop super spreader. will he self quarantine for 14 days or instead place his boss, white house staff and supporters at risk?",2
we need to know biden and trump’s plan to tackle the climate crisis! chris wallace needs to #askaboutclimate tonight.,2
"witnessing the proud, diverse and optimistic individuals across the us nominating joe biden in the roll call vote is so inspiring! #biden2020 #bidenharris2020",0
"@user @user @user @user @user @user @user @user @user @user @user @user @user @user thank you for the mention great patriot!!! ❤️👊🏼🇺🇸🦅@user its ‘past’due time, ‘we the people’ take back our country from this sinister left!!! 🤬💪🏼🙏🏼🎚❤️💪🏼🗽🦅🇺🇸 #armyfortrump #unitedwestand #dividedwefall #votered2saveamerica #kag2020 #wwg1wga 🇺🇸🦅 http",1
i wish @user were more like lincoln or kennedy. bruh. go see a movie or go for a drive. clear your head. #maga,1
wait i leave twitter for an hour and now i see @user has been acquired by #qanon according to @user 2020 is wild,2
@user i like this sign much better : at my nieces elementary school in missouri 🇺🇸 #alllivesmattter #equalityforall #trump2020 #trumplandslide2020 #trumplandslidevictory2020 #2ndamendment #teachersforsafety￼ http,1
@user this is the real trump.,2
"#demconvention ok, we are now touching on mass unemployment. why the resistance to designating the unemployed as an eeoc protected class? *many* employers discriminate against those with a gap in their employment history. let's end this practice.",2
"@user @user i agree &amp; have believed that since 2016, &amp; re' the lies about mail ballots it's offensive. alot of hard work, redundancy &amp; verification goes into the certification of mail ballots, both upon request &amp; when received. i know, i supervised the redundant process for 15 yrs #voteblue",0
oh bless her heart. she asking biden for a pardon. #trump2020 #vote2020 #trumptaxes http,1
keep your eyes on the elections prize and vote out the bastard @user and his bastards republicans on november3rd . #voteblue #voteforbiden2020,0
@user why is he a racist? #trump2020 #debates2020,0
"“the current president has cloaked america in darkness for far too long. too much anger, too much fear, too much division,"" the former vice president said. ""we can and will overcome this season of darkness."" #bidenharris2020 #demconvention2020 #joebiden #msnbc",0
@user you are supposedly the president! you knew! pence knew! mcconnell knew! you killed americans!!! #trumptapes #trumpknew #mitchknew #penceknew #votebluetosaveamerica http,0
god gives you the power to get wealth... deuteronmy 8:18 you just need to use it... #wisdom #motivation #success #wealth #democraticdebate #saturdaymotivation #saturdaymorning #inspiration #inspirationalquotes #hope,2
@user @user i thought he meant the tape of #joebiden calling troops #stupidbastards,2
@user @user @user @user you are a brainwashed idiot! #trump2020 http,1
"not sure #donaldtrump, #foxnews and his other friends have cottoned on to #joebiden or #bidenharris smart strategy for #election2020 they've realized it's better to just keep quiet, as everytime #trump opens his mouth, he loses votes outside of his base http",0
@user trump is going to smash his dick in tn,2
"#dnc #hannity #foxnews #cnn #msnbc hey joe, how many mom &amp; pop businesses will the rioting thugs destroy?",2
@user @user wow! your stupidity made you trend on twitter for alittle while. congrats on being somewhat relevant for the first time in over 25 years. #resisttrump #biden2020,0
"@user it’s not very hard to appear more capable and ready than trump, luckily! he’ll make a clown of himself/rant on twitter after anyway 😑",0
joe biden started the debate by coughing into his hand onto a pen. #democraticdebate,2
"f.d.a. ‘grossly misrepresented’ blood plasma data, scientists say http",0
omg biden coughed within two seconds of speaking during a cornoavirus question #democraticdebate #coronapocolypse,2
"@user thank you mr. president for taking the manufacturing of medicines away from china. this should never have happened in the first place. #maga, #godwins, #trump2020",1
"@user wasn't that your promise 4 years ago? wtf? you had a republican house and senate for two years, yet you accomplished nothing. we will make america great again by voting for joe biden #resigntrump #racistinchief #treasonoustraitortrump #trumpisacompletefailure #biden2020",0
"it's nice to be able to hide behind a twitter profile. but donald trump is the president, not a scared 15 year old with severe identity issues. vote him out. #biden2020",0
@user your quote about donald trump not being able to step foot in new york is despicable #trump2020,1
is biden high? #trump2020 #presidentialdebate2020,1
i want joe biden to denounce planned parenthood and confirm its a black genocide. #trump2020 #blacksfortrump #debates2020,1
the ads on this debate are fucking cancerous. #outlawads now. #democraticdebate #demdebate,2
#demdebate starting hopefully there’s no mention of the #warren2020 drama,2
"@user @user his phone number is 503-823-4120. call his office and leave a message. this has to end! portland is destroying lives, communities, basic civil rights all to let the angry mobsters kill, destroy and terrorize. #walkaway #trump2020",1
"thank you, #joebiden ! you are doing an amazing job standing up to this sham of a president. thank you!!!!",0
"#rt @user: rt @user: #demdebate moderator: what will you do about child poverty? elect @user should be the answer because... almost 650,000 children raised by single moms have risen out of poverty under his leadership!",1
"""a clear sign this guy is not confident in his chances of winning🤣🤣🤣 #vote2020 @user @user #joebiden @user @user http",2
remember that foreign leaders and policy makers have to talk to trump... this is how he acts. disgusting #debates2020,0
"@user you bet your russian asset they did. #gop ""skinny bill"" -3-7b -no $1200 stimulus checks -cuts add'l unemployment benefits from $600 to $300 -cuts #usps aid from 25b to 10b it wasn't a relief bill for americans. it was a re-election gambit for at-risk senate republicans. 😒 http",0
"@user girlfriend your only allowed @ ptown keep your #maga there where belongs #maga = more against ""gay"" americans great 4u keep 💋 up to little donny u stupid 💩",0
not surprised that joe biden couldn't name one law enforcement agency that supports him. it was like crickets when president trump asked him #backtheblue #wednesdaymorning #debates2020 #trump2020 #maga #liberalismisamentaldisorder #policelivesmatter #trump #bidenharris2020,0
which ever news organization is hosting the next debates - please turn off trumps mic when it's not his turn!#debates2020,0
"i’d rather continue fighting against biden, once elected, to move this country toward more progressive policies than trump, while we continue to form a new people’s party. (3) #medicareforall #greennewdeal #socialjustice #defundthepolice #blm #economicjustice #peoplesparty #dnc",2
@user @user fellow patriots i’ve been trying to get to 200 followers. i will follow back! thanks! #maga,1
@user good sign! #voteblue http,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user rocky 4* not 3. rocky 3 was when rocky was up against mr. t. http,2
please help support our patriotic project. please visit our gofundme page and share or retweet! thank you. #patriotsunited #maga2020 #trump2020 #voteredtosaveamerica2020 http,1
i kind of respect that buttigieg is able to use such dense diction to say absolutely nothing of substance whatsoever. quite academic. quite pathetic. #demconvention,2
@user @user @user thank you president trump!!! best president ever!!! #trump2020 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,1
trump lies. trump manipulates. trump is a con artist. #debate2020 #debatetuesday,0
@user @user you know who he is. you knew who he was when u said he acts in ways we teach kindergarteners not to. but u believe ur political fortunes r tied to his base so u sell your morals for power. you are as bad as him. #complicitgop #votebluenomatterwho,0
"so many people have died from alcohol poisoning already, and we’re only halfway in. #demdebate #democraticdebate http",2
@user @user - i follow all back #trump2020,1
there really is no election they probably should put on the ballet 1. hate @user 2. line trump @user #trump2020 #covid19 #warroompandemic #blm #backtheblue #walkaway #screenwriting @user,2
"@user @user yes wallace was biased, leaned towards biden. asked questions putting trump on defensive. he did not shut down bidens lies. trump went right into their trap attacking....trump has a long list of accomplishments. instead of attacking...stay on his list...biden has no list !!!",0
"@user dr. fauci, don't let them stress you! only about 100 days or so 'til #2020elections. keep #speakingtruth! #istandwithfauci http",2
"@user i mean, imo, you must first get a 'rotten tomatoes' equivalent for your field of work .. for converting a potus' ability to network, negotiate &amp; rebalance into, in your words, ""clandestine &amp; collusion"". america &amp; prez trump deserve better than that, trust me. #trump2020",1
"@user please , please pay an artist to make either a sequence of slides or animation that shows all of those historical figures in that painting dragging trump out of the office &amp; tossing him out of the usa. #sundayvibes #americasgreatestmistake #biden2020 #finishtheart http",0
"isn’t that cute, you got to “achieve your own american dream” while your husband fights to deny immigrants that right every single day. #rnc2020",0
hey @user ... #fucktrump (again),0
@user @user he has every right to say that! so it is ok for riots to go out and riot but they can not go to a booth. mail in has to much fraud! also only thing terrifying is you talk so much bolloxs! #draintheswamp #billclintonsapedo #pedowoodexposed http,2
biden wouldnt meet w north korea despite he and kim jong un having so much in common- hiding in the legacy of previous rulers #democraticdebate,1
breaking: the fireworks display at the #dnc were donated by the antifa portland chapter. #maga2020,2
@user @user joe biden has earned the vote of every progressive. bernie confirmed he'll be the most progressive president since fdr. #votebluenomatterwho to dump trump. #notmeus,0
"@user as if we will ever forget...palestine is not only on our minds, its in our blood hart and soul, how are they going to erase that ? #fuckisrael #fucktrump #fuckicc",0
just cancel the rest of the #debates they're a complete waste of time. trump is just standing around trying to present himself as a strongman and he's just looking like a fool. yelling and screaming like a child.,0
not to intune with what’s going on with the polls ( sense a lot are very inaccurate) i was wondering if someone would help me understand some battleground states and states that may flip. @user @user are the accounts that i’ve been watching. #trump2020 #maga #kag,1
"@user if he's falling apart after 90 minutes at debate, how is he going to stay together for long days in the white house, day-in and day-out for 4 years? joe biden's health is not up to the task of potus. #demdebate2020 #demdebate",2
@user @user @user rasmussen is a small red bubble... enjoy! #tre45on #votebluetosaveamerica #usveteransvstrump,0
it’s about to get dirty tonight!#demdebate #democraticdebate 🤩 http,2
tom steyer owns one tie #demdebate,2
that look when you realize you blew $350 million for nothing #demdebate #bloomberg http,2
"scott atlas is not going to help the president regain the trust of the american people in terms of the pandemic. if trump loses, elevating the voice of dr.atlas will be one of the reasons why🤷🏾‍♂️",2
"@user @user @user @user #globalist and never #americafirst he, along with #biden, pelosi, and kerry are deep in #ukrainegate scandal. #crooksliarsandthieves. romney is part of the reason #wethepeople hired #trump to #draintheswamp #trump2020 http",1
@user great job andy. (as always) #journalist #realnews #trump2020 #antifadomesticterrorists,1
i don't know. pete might want to sleep with one eye open tonight. #demdebate,2
@user @user #repost @user @user.ins --- these beauties are back in our inventory 🇺🇲 #trump #trump2020 #godblessamerica🇺🇸 #wednesday #maga #maga2020 #madeintheusa🇺🇸 #presidentialelection #hatclip you can tap on the picture to purchase http,1
"awesome. glory! thank you, @user and @user for that powerful heart-filling song. #dnc2020",2
"if i hear one more person say that “even on america’s worst day, we are still the strongest country.” what the hell kind of reverse psychotic nonsense! #rnc2020 #gopconvention #dncconvention #blacklivesmatter",0
@user @user trump tried to get money from that russian mayor he keeps talking about..it was said on fox after debate,2
"what’s going on at the #dnc2020 today? tony bettack joins the show from inside the convention hall. also, the son of the president, @user joins @user &amp; @user at 4:50 on wisconsin’s afternoon news, right after bucks basketball on wtmj! http",2
@user #donaldtrump with buddy #harveyweinstein http,2
@user @user more democrat b/s. wakeup! #trump2020,1
"#trump2020 idk whats worst, liberals in nicaragua or the usa #freespeech #socialismkills",1
"@user @user if i only have 62 cents in my couch, i'm richer than trump. i don't owe anyone. he's negative 451 million.",0
gov. michelle lujan grisham: ‘we have the chance this november to end two existential crises — the trump presidency and the environmental annihilation he represents’ #demconvention http,0
@user #kanyeconjob trump just thinks african americans are going to automatically vote for kanye 🙄 he certainly doesn't give them much credit does he?? don't fall for it he's trying to split the vote between kanye and biden. #votetrumpout #voteblue2020 #gojoe,0
@user @user do #republican voters not sell &amp; buy on @user? #goptaxcuts oct 2019 you raised taxes on my small business. not a democrat in sight. you own this. i’m still pissed. small gov low taxes fiscal conservative my a** #gopconvention #gopconvention2020 #goptx,2
"the conflation of wh symbolism with the current administration is not a signal of, nor a nod toward fascism. it is fascism. this is what we fought against in wwii...i say this without partisan politics in mind. but if america thinks its bad now, buckle up! #rnc2020",0
@user i'm not american but i always think buchanan gets that title but trump is a shocker but then is he really entitled to be thought of as a president? he's really just the squatter in the white house.,0
@user @user @user @user @user @user @user @user @user none of the #gop clowns have any class and by association none of the people in attendance do either. all suckers and losers!,0
"@user ""c'mon man the thing is well you know what it is! in a sea of what's happening now with the birds and crackheads. are you a junkie!? i'm tired. where am i again?"" ok it's not verbatim but you get the idea #joebiden should be relaxing in his comfy chair😥 #trump2020landslide 🇺🇸",1
"bernie’s face is tomato red, shocker he doesn’t want anyone to know his blood pressure #demdebate",2
watching the presidential debate is making my head hurt. it's like one big wrinkled up orange baby won't stop crying over two adults trying to talk politics. #presidentialdebate2020 #theginmagaisgodawful #trumpisabigorangebaby #noyouretheliar,0
#joebiden ... we won’t rely on china for ppps .... after you and obama you made zero changes ...,2
the only upside to tonight i see is that it'll fuel a good snl skit or two #demdebate,2
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user i got you anthony! let’s do this!! #biden2020,0
#debate. trump was honest and sweet for him. joe lost left. no green deal no universal health and no defund police. he said i’m not for any of those. so just vote trump is the result,1
"@user trump has his downfalls, we all do, but at the end of the day he is taking action for all americans. #maga #trump2020 #whatdoesbidenreallydofortheamericanpeople http",1
man does mayopete love means testing. keep those poors in their place! #demdebate,2
@user texas will never be blue. #votered #trump2020,1
"@user it's extremist neoliberalism [neofascism] rejecting democratic principles for servility to, and enablement of, the oligopoly's avaricious accumulation of public &amp; national wealth in private hands while denying government services or serving the welfare of the people #gop #tories",2
this is so much fun watching these cannibals eat each other up. name calling and put downs. they are all awful! #demdebate,2
clearly the budget for this was close to $0 #rnc2020,2
"#2020elections #trumpcoronavirustestfailure cuomo to trump first of all if he is sitting at home watching tv, maybe he should get up and go to work how many times do you want me to say “thank you”? i’m saying thank you for doing your job this was your role as president. ok!",0
"biden was the real man last night. the bigger man. the man who could debate with words, facts and policy positions, not professional wrestling theatrics. #bidenwon #presidentialdebate #bidenwonthedebate",0
people who would hand trump a second term by not voting biden and effectively killing progressive agendas for the next lifetime are the very definition of cutting off a nose to spite its face. #2020election #bluewave #biden2020,0
"@user 😩 yes, many issues with greed in capitalistic economy. must improve! more accountability, more laws to protect workers, reduce power of conglomerate corporations etc... not necessarily throw out capitalism entirely. #votebluetosaveamerica",0
hey biden.. which one is it?? #debate #trump #trump2020 http,1
if you’re army and a trump supporter please stfu you’re embarrassing us ✨,0
"""this was a disaster for #bloomberg...his answer on women was terrible... he got completely destroyed on the nda question...his answer on stop-and-frisk was as bad as it could possibly be, and then he basically lied [on] redlining"" - @user #demdebate http",2
"@user @user i think @user is looking in the wrong place for comrades. the russians are working for the #trump campaign, with full knowledge of the #gop . our intelligence community has said so.",0
"@user after your dancing libtard routine on the five you should be embarrassed by your ignorance! is there anyway to quantify your stupidity with being a libtard, lefty liberal, trump hating anti-american you are? is it being a libtard or is it brain damage? #trump2020",1
"vote #biden2020 because he won't have cops tear gas your mom, keep babies in cages at the border, or kill off your grandparents and school children for the economy.",0
"@user @user how 'bout that news on @user and his nasty sexual exploits between the pool boy and his wife. you repugnants sicken me, @user #voteblue #votebluetosaveamerica",0
that darn nancy pelosi..... #myhomemadememes #nancypelosi #politicalmemes #politicalmeme #trump2020 #trump #trumpmemes #meme #memes #lol #lmfao #lulz #lmao #funny #hilarious #haha #humor #humorous #havingfun #joke… http,1
"@user @user @user, you can still do the right thing. continuing to bow to the crook in the wh is a sure end to your careers. im done with the lot of you #votebluetosaveamerica",0
"@user resorting to name calling again with #joehiden? you realize that being a dick doesn't make yours any bigger, right? #dumptrump2020 #trumpmustgo #voteblue2020 #votebidenharristosaveamerica http",0
us as #americans don't need #donaldtrumps lies he's sololy bringing down out great country he think its ok to interject on a peace riot with military police on a blm riot we can't take another 4 years his lies so #votebidenharris2020 and our an end to the nightmare #voteblue http,0
communism is the ideal system of government #makeamericagreatagain,2
don't forget to subscribe to satanic panic fun and games pro boxer david rodriguez makes money from kids charity #qanon http,2
can you believe kennedy lost in massachusetts? because he's not radical enough. #trumprally #trumprallylatrobe #maga #maga2020,1
"joe biden just coughed, he clearly self-infected to take bernie out. #democraticdebate",2
"😂😂😂 do we not like when the socialist, who gained all his wealth through capitalism and our tax dollars, called out audience? ""dem debate: catch up on the highlights from the ninth democratic debate"" #demdebate http",2
#quote 10:01-10:10 - we've now reach the point where the fbi is opening a new china-related counter-intelligence case - about every ten hours. approx 1 hr vid http #buildthewall #finishthewall #maga #kag #trump2020 qt-rv-221 #borderobserver http,1
"@user the student athletes deserve to live. ignoring the warnings about the virus, calling it a hoax, screwing up the response, the sheer incompetence of this administration is the reason the u.s. is the worst in the world. #voteblue2020",0
this debate is only helping trump. only trump. these are a bad idea. maybe good with two candidates. not this many. i am just annoyed #demdebate,2
"the only way that bidens isn't lying is if there are two bidens, like the movie 'the prestige'. one biden was on the senate floor arguing against social security and the other was in the democratic debate denying he did that. #demdebate #berniewon",2
"@user that is a #democrat stronghold in florida. if the election looks close, a truckload of missing ballots will show up.",2
"they're trying to fulfill your innate desire to ""fit into"" the latest trend. but it's miserable and leads to nothing! you know this. like all the other times. we're interested in you. just you. and it is a single person. not a mob. they won't be there after. #qanon",2
@user @user @user is that one of you and mike madigans favorite place. i wonder how much money you have extorted from them and the countless other great establishments in your unsafe ward. makes me sick every time i am forced to write a check to your campaign for re-election you’re useless #maga,1
@user i am really sorry. i am going to go have a pacifico advil right now. goodnight! #fucktrump,0
"green race: from space, dnc highlights environmentalism now http",2
@user amazing!!! nick sandmann exceeded my expectations. he was ruthless #kag,1
"how am i just now finding this account?! what a fabulous way to end a very difficult day. good night, twitter. #votebluetosaveamerica 🌊 http",0
#demconvention don’t miss tonight! #bidenharris2020 #votingmatters http,0
we will take back our punter from the trump goons. #demconvention,0
i paid more for weed than trump did in taxes,0
"@user i wonder why demmys didn’t have daughter speak? maybe they would have to acknowledge the violence they ignored at the dnc. well, it’s a good thing david dorns daughter was not *forced* to endorse potus! good thing ann dorn was free to make up her own mind. #trump2020",1
whatever rat fuck #mayorpetecheats #demdebate http,2
@user the uk spamming bbc news on facebook #saveourchildren ... the uk waking up!! http,2
@user if trump can't figure which person he's suppose to be debating how exactly is that wallace's fault?,2
"now up at #rnc2020, dr. ben carson, a walking reminder that if you put you mind to it, you too could do brain surgery.",2
#demdebate sanders - “america is racist. the whole damn country is racist.” steyer - “oh yeah? well i hate being white and i’m for reparations.” warren - “oh yeah? i’m half black.” biden - “check out my tattoo.” http,2
"when i see people wear their #maga hats and #womenfortrump tees, it may as well say ”i’m a racist,” because that’s what it all really means.",0
"@user @user sorry., @user, those folks with an r next to their name have a responsibility to speak truth to power and with the exception of one republican they have all remained silent. it’s time to toss all the babies out with the bathwater. #voteblue",0
this is a real eye opener ..please watch the full video and share with all your followers #walkaway #trump2020 #realdonaldtrump @user http,2
i just made a donation to mj for texas to help elect mj to the u.s. senate! now is the time to stand up for our country. vote out trump and vote out every gop enabler. #voteblue http,0
#chicago mayor bans protestors from her block as recall petitions against... http,1
@user does bill barr not think the supreme court has better and more important matters to deal with than the hissy fits of a egotistical bigoted orange 74 year old baby complaining about twitter. #demconvention #billbarrhearing @user @user @user,0
"so, what might we conclude from #donaldtrump's attempt to delay the us #election - first, he clearly thinks he will not win; second,he's worried what will come out once the dems take controlof the wh - i'm expecting lots of shredding &amp; bonfires in november",0
i learned that another republican electoral strategy is to talk about wars and military families and 2nd amendment rights frequently. why do americans have a gun fixation? it's so confusing. #rnc2020 4/x,2
"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user greatly appreciated the ride with all these amazing patriots! rt'd. ifb #kag 🇺🇸 all #maga, please be sure you are following @user 🚂🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🇺🇸 http",1
#autism in the time of the #coronavirus: institutional blindness #covid19 #covid-19 #wwg1wga #helpeopleonlus #monsterfunder please #donate today to my #plz rt! click below http,2
"we had a great rally in front of the governor’s (people’s) mansion in carson city, nv to protest ab4 (mail-in ballot, ballot harvesting bill). we left the area as we found it with no garbage or damage. #maga #kag http",1
that “clown” shot was uncalled for. i think @user needs to apologize to clowns. #debate #debate2020 #trumpisaclown,0
"president trump: ""we built the greatest economy in history. we closed it down due to the 'china plague'."" #presidentialdebate2020",2
we the people deserve better #buildbackbetter #votebluetosaveamerica,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user i am from the bronx,2
@user american will vote against the mob. enough violence! #trump2020 http,1
reading the headline about the #dnc2020 and it's already obvious that the democrats are falling into the same trap as last time.,2
"@user the groundbreaking peace deal between israel and uae has paved the way for peace in the middle east, brokered by @user. they said he'd start wars. #trump2020 #trumplandslidevictory2020 #maga #maga2020 http",1
"this debate is so fun, i'm almost sorry i had bourbon before watching... this would have been just as interesting sober... #demdebate",2
r.i.p 💀 nfl 🏈 it's over 😆 http 🤡🤪🤡🤪🤡🤪🤡🤪 #nfl #trumprally #trump2020 #maga #maga2020 #lol #trumprallynevada #trumptrain #trump2020landslide http,1
"you better pick warren for vp if she’s willing, biden 👀 #demdebate",2
@user @user @user i think you should send this to @user so her followers can follow @user she got the interview afterall. #biden2020 #bidenharris2020,0
"@user gummies, joints, bongs whatever you need to get through 90 mins of trump.",0
wtf? any rational political observer should be able to say #gop convention to date has been unorthodoxed but effective. just like #dnc was in its own way. but for liberal media to distract from such success &amp; assign blame to @user for pending hurricane?! #insane,2
i’m not sure how much more ⁦@user⁩ #maga winning this country can take. http,1
via @user: ukrainian church leader who called covid 'punishment for same-sex marriage' has covid http,2
this is truth. #alllivesmatter #unbornbabylivesmatter #trump2020 'pure evil – it's borderline satanic': black media man hammers dems http,1
"#portlandriots can you f’ckn #anarchists, #georgesoros thugs, #antifa, #liberalquacks #blmantifaterroriststhugs stop your damn attacks? we have wildfires &amp; 2 looming hurricanes &amp; need all resources you’re wasting! .@user @user @user @user @user #maga",2
watching the #demdebate is like listening to a convalescent home squabble.. hardly bearable,2
@user #trump2020kag #maga 🇺🇸 ifbap 🇺🇸 please follow @user 😊,1
"with everything that's going on in the world now, i wish that people would watch this film.. at the edge of the city. the end scene when everyone in the courtroom is called out on their prejudice and hypocrisy is so satisfying.. http",2
"trump’s playbook is simple but effective: throw mud, turn a phrase, force concessions &amp; use hyperbole. and he does this using simple english that connects. this makes him very appealing in the age of hashtags &amp; twitter anonymity to push narrow often myopic views. #debate2020",2
@user reference to the ny #nakedcowboy. he roams times square in tiny whitey underwear. #demdebate http,2
@user glad you parted ways with the rock ( the pebble) on this. good on ya champ #kag,1
"@user #1a comes first for a reason. these red ❄️ #snowflakes are amusing because they call everyone else a snowflake. #irony amusing ""back the blue"" sounds like a blue wave, #democrat supporter group. 🌊🌊🌊 👌 can't expect much from rw #nitwits we have your back, pat 👊",0
@user @user thank you! #trump2020,1
@user can u even imagine some one like this trying to tell u anything? she does not even know the tax laws! amazon made billions last year and did not pay the first penny! these are tax laws the idiot biden put in place the last 47 years!,1
"@user @user @user big man with his 32 followers!! guess no one wants to here his uneducated,snowflake crying 😢. #trump2020 we r not going anywhere,get use to us. try again noob!! http",1
"#trump cites #obama and #joebiden handling of #swineflu when talking about #covid19 let's talk about that. #joebiden and #obama had vaccine within a few weeks and held #h1n1 to just over 15,000 deaths #trump still doesn't even have coherent testing plan, and has 200,000 deaths",0
"@user #moscowmitchmcconnell says he's proud of the work he's done. i always thought he was lying. but, no. he's proud of cheating us. he's proud of taking our hard-earned money &amp; giving it to the lazy rich non-working class. #votebidenharris #bluewave #voteamymcgrath to #ditchmitch2020",0
ballot sent. fuck trump,0
"@user @user dude haven't u heard about joe biden's ""i'm not trump"" policy? text joe to 33303303003303 and read about his detailed 100-day plan to not be donald trump 🌊🌊🌊",2
@user @user @user dotard don is so insecure.... how insecure is he.... he had to lie about throwing out the yankees first pitch to keep up with dr. fauci. #biden2020,0
"serious question for the #qanon goofballs: the deep state has a ""heart attack gun"" which is undetectable (just leaves a tiny red pinprick size dot which means nothing if it is ever found) and voice-to-skull weapons. do you think they couldn't end trump's run if they wanted? lol http",2
@user that’s so freakin cool #trump2020,1
@user @user i agree! that is why i am voting for joe biden. #trumpvirus #trumpiskillingus #trumpisacompletefailure #votebluetosaveamerica2020 #biden2020,0
"what do all the conspiracy theorists, #antivaccine #anti #covid #billgatesvaccine #maga #trumplovers do, now as #trump has shares in vaccine companies and hired microsoft to store military/intelligence/space data?",2
"""the past"" and biden references obama years as if thats actually the past, trying to hide his racism #demdebate",2
@user @user #mastiller gay trump supporters are always the best when theyre triggered #gaysfortrump #trumpisnotwell #dumptrump #njtrash #trump2020 #trumpviolence #gay #covidiots http,0
"welp, there ya go. still good with this, trumpers? #notmypresident bob woodward book: in trump interviews for 'rage,' president says he downplayed coronavirus threat - the washington post http",0
democrats have #billtherapist speaking at the #demconvention2020 even after their fake #metoo hypocrisy. #trump2020 #votered2020 http,1
kill two birds with one nuke. end covid-19 and ensure a biden wins. #biden2020 #covid19 #dumptrump2020 #maskup http,0
@user my fear is biden will get rinsed because an essential decent but rather boring man is up against a showman liar. in those circumstances we usually see the liar win.🙁,0
watching the presidential debate #trump2020 #presidentialdebate2020 #debates2020 #presidenttrump,1
we will hold these people accountable!!!🔥🔥🇺🇸🔥🔥#rnc2020,2
@user @user when will trump start truthfully answering questions?,0
@user says #joebiden's #leading in 2020. #remember @user #fbi #coverup http,2
"and now, politics. my first comment: fuck bloomberg #demdebate",2
florida’s economy can’t afford another 4 years of trump’s broken promises to florida’s workers and families.🙅‍♀️ we’re ready for a real leader like @user. will you join us in the fight to bring home florida? http,0
seeing alot of maga hats and the us flag on the way to sturgis! #maga #kag2020 http,1
@user @user it is so sad that @user and the #maga crowd can't do math the same way they do meth someone please explain to them that 1.4 million jobs have coming back subtracted from 12.9 jobs lost due to #covid still leaves 11.5 million people unemployed http,0
best of luck tonight @user @user 2020 #votebidenharris2020 #voteblue 📢 (i hear everyone is voting for you) ✔ http,0
love the roll call of states showing the beautiful diversity of america. #demconvention #bidenharris @user,2
president @user please talk about how you will protect social security during #rnc2020. this is a top issue for voters 50+. social security is a hard-earned benefit and a promise that must be kept. thank you for all you do to support our seniors. #protectvoters50plus,2
@user @user worthless dnc. #trump2020.,1
"between april 12, 2009, and april 10, 2010, the cdc estimates swine flu caused 60.8 million illnesses, 273,304 hospitalizations and 12,469 deaths in the u.s. #demdebate",2
"@user @user @user why is the fringe-right #maga crowd lying to the amer. ppl by reporting these isolated events as if the entire protest and everyone protesting, for a fair +good cause, are so-called ""anarchist,"" ""antifa,"" ""it's chaos,"" etc. why the fear mongering? to distract from trump failures?",0
